_id,Manufacturer Type (Type de fabricant),Manufacturer Name (Nom du fabricant),Manufacturer's Brand (Marque du fabricant)
701,Microbrewer,Falcon Brewing Company Inc. ,Citra - Single Hop Series
702,Microbrewer,Falcon Brewing Company Inc. ,Amarillo - Single Hop Series
703,Microbrewer,Falcon Brewing Company Inc. ,Chinook - Single Hop Series
704,Microbrewer,Farmer's Creed Corp. o/a Farmer's Creed Corp.,Longhorn Lager
705,Microbrewer,Fat Lou Brew Corp. o/a Fat Lou Brew Co.,
706,Microbrewer,Fenelon Falls Brewing Corporation ,
707,Microbrewer,Ferm Farm Brewing & Blending Ltd o/a Ferm Farm Brewing & Blending,Hugh - Ontario Wild Ale
708,Microbrewer,Ferm Farm Brewing & Blending Ltd o/a Ferm Farm Brewing & Blending,Kick Rocks - Kellerbier
709,Microbrewer,Ferm Farm Brewing & Blending Ltd o/a Ferm Farm Brewing & Blending,Rare Air - Pale Ale
710,Microbrewer,Field Stone Brewing and Distilling Inc. o/a Field Stone Brewing,
711,Microbrewer,Fine Balance Brewing Company Ltd o/a Fine Balance Brewing Company ,
712,Microbrewer,Fixed Gear Brewing Corporation o/a Fixed Gear Brewing,
713,Microbrewer,Flora Hall Brewing Inc. o/a Flora Hall Brewing Inc.,
714,Microbrewer,Flora Hall Brewing Inc. o/a Flora Hall Brewing Inc.,American Oat Pale Ale
715,Microbrewer,Flora Hall Brewing Inc. o/a Flora Hall Brewing Inc. ,West Coast IPA
716,Microbrewer,Flora Hall Brewing Inc. o/a Flora Hall Brewing Inc. ,North East IPA
717,Microbrewer,Flora Hall Brewing Inc. o/a Flora Hall Brewing Inc. ,Farmhouse Saison
718,Microbrewer,Flora Hall Brewing Inc. o/a Flora Hall Brewing Inc. ,English Ordinary Bitter
719,Microbrewer,Flora Hall Brewing Inc. o/a Flora Hall Brewing Inc. ,Oatmeal Stout
720,Microbrewer,Flux Brewing Company Inc o/a Flux Brewing Company ,
721,Microbrewer,Flying Monkeys Craft Brewery Limited ,Antigravity Light Ale
722,Microbrewer,Flying Monkeys Craft Brewery Limited ,Confederation Amber Ale
723,Microbrewer,Flying Monkeys Craft Brewery Limited ,Hoptical Illusion Almost Pale Ale
724,Microbrewer,Focal Brewing Company Inc o/a Focal Brewing Company,Fieldcrest Blonde Ale
725,Microbrewer,Focal Brewing Company Inc o/a Focal Brewing Company,Faster Than Trouble Session IPA
726,Microbrewer,Forked River Brewing Company,Capital Blonde Ale
727,Microbrewer,Forked River Brewing Company,Riptide Rye Pale Ale
728,Microbrewer,Formosa Springs Brewery 1870 Inc. o/a Formosa Springs Brewery 1870 ,Formosa 
729,Microbrewer,Foundry Brewing Inc. o/a Foundry Brewing ,Lime Stone lager
730,Microbrewer,Foundry Brewing Inc. o/a Foundry Brewing ,Foundry Light
731,Microbrewer,Foundry Brewing Inc. o/a Foundry Brewing ,Devils Creek Pale Ale
732,Microbrewer,Foundry Brewing Inc. o/a Foundry Brewing ,Cast Iron Ale
733,Microbrewer,Four Degrees Brewing Company Ltd.,Livin North of 7
734,Microbrewer,Four Degrees Brewing Company Ltd.,Livin South of 7
735,Microbrewer,Four Degrees Brewing Company Ltd.,Hill 70
736,Microbrewer,Four Degrees Brewing Company Ltd.,Frost and Woods
737,Microbrewer,Four Degrees Brewing Company Ltd.,Old Slys
738,Microbrewer,Four Degrees Brewing Company Ltd.,Pati O'Lantern
739,Microbrewer,Four Fathers Brewing Company Limited o/a Four Fathers Brewing Company Limited,
740,Microbrewer,Full Beard Brewing Company Inc.,Five O'Clock Shadow Pale Ale
741,Microbrewer,Furnace Room Brewery Inc. o/a Furnace Room Brewery,Dynamo Cream Lager
742,Microbrewer,Furnace Room Brewery Inc. o/a Furnace Room Brewery,Wright House Red Ale
743,Microbrewer,Furnace Room Brewery Inc. o/a Furnace Room Brewery,Chicken Man Pale Ale
744,Microbrewer,Furnace Room Brewery Inc. o/a Furnace Room Brewery,Beardmore Kolsch Style Ale
745,Microbrewer,"Gabbani Group, Inc. o/a  Gabbani Group",Hard Maple Seltzer
746,Microbrewer,GABRU Brewing Limited o/a GABRU Brewing,
747,Microbrewer,Ganaraska Brewing Company Inc. o/a Ganaraska Brewing Company,Easy Times Mexican Lager
748,Microbrewer,Ganaraska Brewing Company Inc. o/a Ganaraska Brewing Company,Crazy Craft ESB 
749,Microbrewer,Ganaraska Brewing Company Inc. o/a Ganaraska Brewing Company,High Wire Blueberry Sour 
750,Microbrewer,Ganaraska Brewing Company Inc. o/a Ganaraska Brewing Company,Marquee Pilsner 
751,Microbrewer,Ganaraska Brewing Company Inc. o/a Ganaraska Brewing Company,Hazy Rapids Juicy New England IPA 
752,Microbrewer,Ganaraska Brewing Company Inc. o/a Ganaraska Brewing Company,Raging Rapids Double IPA 
753,Microbrewer,Ganaraska Brewing Company Inc. o/a Ganaraska Brewing Company,Dachshund Through The Snow Spiced Porter 
754,Microbrewer,Gateway City Brewery Corp. o/a Gateway City Brewery Corp,137 - Rye Pale Ale
755,Microbrewer,Gateway City Brewery Corp. o/a Gateway City Brewery Corp,626 - Pils
756,Microbrewer,Gateway City Brewery Corp. o/a Gateway City Brewery Corp,11-17- India Session Ale
757,Microbrewer,Gateway City Brewery Corp. o/a Gateway City Brewery Corp,503 - Dark Rye Lager
758,Microbrewer,Gather Brewery and Glassworks Inc. o/a Gather Brewery and Glassworks,
759,Microbrewer,G-L Heritage Brewing Company Inc.,Back Shop Brew - Blonde Ale
760,Microbrewer,G-L Heritage Brewing Company Inc.,Common Mutt - California Common Lager
761,Microbrewer,G-L Heritage Brewing Company Inc.,RY-ED Ale  
762,Microbrewer,G-L Heritage Brewing Company Inc.,Shoots and Ski Stout 
763,Microbrewer,Glasstown Brewing Company Ltd. o/a Glasstown Brewing Company,
764,Microbrewer,Glory Days Brewing Company Inc. o/a Glory Days Brewing Company,Glory Days Premium Lager
765,Microbrewer,Glory Days Brewing Company Inc. o/a Glory Days Brewing Company,19th Hole Lager
766,Microbrewer,Godspeed Brewery Inc. o/a Godspeed Brewery,Otsukaresama
767,Microbrewer,Godspeed Brewery Inc. o/a Godspeed Brewery ,Ochame
768,Microbrewer,Godspeed Brewery Inc. o/a Godspeed Brewery ,Yuzu
769,Microbrewer,Goodlot Farmstead Brewing Company Limited,Farmstead Ale (Pale Ale)
770,Microbrewer,Graffiti Market (Kitchener) Limited o/a Red Circle Brewing Company,
771,Microbrewer,Grain & Grit Ltd.,
772,Microbrewer,Grand River Brewing Ltd. o/a Grand River Brewing ,Bumbleberry Wheat(seasonal)
773,Microbrewer,Grand River Brewing Ltd. o/a Grand River Brewing ,Curmudgeon IPA(seasonal)
774,Microbrewer,Grand River Brewing Ltd. o/a Grand River Brewing ,Galt Knife Old Style Lager
775,Microbrewer,Grand River Brewing Ltd. o/a Grand River Brewing ,Hannenberg Pils
776,Microbrewer,Grand River Brewing Ltd. o/a Grand River Brewing ,Highballer Pumpkin Ale(seasonal)
777,Microbrewer,Grand River Brewing Ltd. o/a Grand River Brewing ,Mill Race Mild
778,Microbrewer,Grand River Brewing Ltd. o/a Grand River Brewing ,Plowman's Ale
779,Microbrewer,Grand River Brewing Ltd. o/a Grand River Brewing ,Russian Gun Imperial Stout(seasonal)
780,Microbrewer,Grand River Brewing Ltd. o/a Grand River Brewing ,Town Hall Lager
781,Microbrewer,Grand Valley Brewery Corporation o/a Grand Valley Brewery Corp.,
782,Microbrewer,Great Lakes Brewing Co. Inc.,Devil's Pale Ale
783,Microbrewer,Great Lakes Brewing Co. Inc.,Golden Horseshoe Lager
784,Microbrewer,Great Lakes Brewing Co. Inc.,Great Lakes Green Tea Ale
785,Microbrewer,Great Lakes Brewing Co. Inc.,Great Lakes Orange Peel Ale
786,Microbrewer,Great Lakes Brewing Co. Inc.,Great Lakes Pumpkin Ale
787,Microbrewer,Great Lakes Brewing Co. Inc.,Great Lakes Winter Ale
788,Microbrewer,Great Lakes Brewing Co. Inc.,Miami Weiss
789,Microbrewer,Great Lakes Brewing Co. Inc.,Project X
790,Microbrewer,Great Lakes Brewing Co. Inc.,Red Leaf Lager
791,Microbrewer,Grey Matter Beer Company Limited,
792,Microbrewer,Griffin Data o/a Newark Brewing Company,Munich Dunkel 
793,Microbrewer,Halo Brewery Inc.,
794,Microbrewer,Hancock Microbrewery Ltd.,Hancock's Lager
795,Microbrewer,Hancock Microbrewery Ltd.,I B & O Pale Ale
796,Microbrewer,Hancock Microbrewery Ltd.,Devil's Edge Blond
797,Microbrewer,Harrowsmith Brewing Company Ltd. o/a Harrowsmith Brewing Co.,Spike's Corner IPA
798,Microbrewer,Harrowsmith Brewing Company Ltd. o/a Harrowsmith Brewing Co.,Level Lager
799,Microbrewer,Henderson Brewing Company Inc. o/a Henderson Brewing Company ,Hendersons Best
800,Microbrewer,Henderson Brewing Company Inc. o/a Henderson Brewing Company,Food Truck Beer
801,Microbrewer,Henderson Brewing Company Inc. o/a Henderson Brewing Company,Union Pearson Ale
802,Microbrewer,Henderson Brewing Company Inc. o/a Henderson Brewing Company,The Ides Series
803,Microbrewer,Her Mash Inc. o/a Her Mash,
804,Microbrewer,Heritage Hops Brew Co Inc. o/a Heritage Hop Brew Co,Sour ñ Abandon At The Alter
805,Microbrewer,Heritage Hops Brew Co Inc. o/a Heritage Hop Brew Co,"New England Pale Ale, 21 Haze"
806,Microbrewer,Heritage Hops Brew Co Inc. o/a Heritage Hop Brew Co,Apa ñ Perth County Conspiracy 
807,Microbrewer,High Park Brewery Ltd.,Across the Pond - English Special Bitter (Ale) 
808,Microbrewer,High Park Brewery Ltd.,Off the Leash IPA
809,Microbrewer,High Road Brewing Company Ltd.,American Style Double IPA - Bronan
810,Microbrewer,High Road Brewing Company Ltd.,A Summer Wheat Ale Heliocentric
811,Microbrewer,High Road Brewing Company Ltd.,A brown ale in the fall - Tee the Brown Dog
812,Microbrewer,Highlander Brew Co.,Scottish Ale
813,Microbrewer,Highlander Brew Co.,Twisted Spruce
814,Microbrewer,Highlander Brew Co.,Blacksmith Smoked Porter
815,Microbrewer,Hockley Valley Brewing Company Inc.,Georgian Bay Dipper
816,Microbrewer,Hockley Valley Brewing Company Inc.,Hockley Black & Tan
817,Microbrewer,Hockley Valley Brewing Company Inc.,Hockley Dark
818,Microbrewer,Hockley Valley Brewing Company Inc.,Hockley Gold Premium Draft
819,Microbrewer,Hockley Valley Brewing Company Inc.,Hockley Stout
820,Microbrewer,Holman Brewing Company Ltd.,
821,Microbrewer,Homerís Inc. o/a Homerís ,Homer's Premium Lager
822,Microbrewer,HOMETOWN BREW CO.,Hometown Ale
823,Microbrewer,Honest Inc. o/a Province,Cambridge Bay Imperial Pilsner 
824,Microbrewer,Hop Society Brewing Company Inc. o/a Hop Society Brewing,"Splice the Main, Red IPA"
825,Microbrewer,Hop Society Brewing Company Inc. o/a Hop Society Brewing,"Carpediem, Cream Ale"
826,Microbrewer,Hop Society Brewing Company Inc. o/a Hop Society Brewing,"Worth the Drive, Fruited Sour"
827,Microbrewer,Hop Society Brewing Company Inc. o/a Hop Society Brewing,"Mi Casa Su Casa, Halepeno Lime Ale"
828,Microbrewer,Hop Society Brewing Company Inc. o/a Hop Society Brewing,Sundown Smash Pale Ale
829,Microbrewer,Hop Society Brewing Company Inc. o/a Hop Society Brewing,"Landlocked Sailor, Ale"
830,Microbrewer,Humble Beginnings Brewing Co. Ltd.,
831,Microbrewer,Iconic Brewing Company Inc. o/a Iconic Brewing Company Inc,
832,Microbrewer,Imperial City Brew House Inc. o/a Imperial City Brew House ,Imperial City Brew House Bohemian Pilsner
833,Microbrewer,Imperial City Brew House Inc. o/a Imperial City Brew House ,Imperial City Brew House Canadian Pale Ale
834,Microbrewer,Imperial City Brew House Inc. o/a Imperial City Brew House ,Imperial City Brew House Irish Stout
835,Microbrewer,Imperial City Brew House Inc. o/a Imperial City Brew House ,Imperial City Brew House Light Lager
836,Microbrewer,Imperial City Brew House Inc. o/a Imperial City Brew House ,Imperial City Brew House Cream Ale
837,Microbrewer,Imperial City Brew House Inc. o/a Imperial City Brew House ,Imperial City Brew House Neipa
838,Microbrewer,IX Poets Brewing Inc. o/a IX Poets Brewing ,The Hazy Mariner: cloudy pale ale
839,Microbrewer,J. Picard Brewing Limited,Ramblin Road Country Lager
840,Microbrewer,J. Picard Brewing Limited,Ramblin Road Country Ale
841,Microbrewer,J. Picard Brewing Limited,Ramblin Road Country Pilsner
842,Microbrewer,James Mark Richard Pearce o/a Underground Brewing,
843,Microbrewer,Joanna Maria Bennett o/a Garage Time Brewing Company,
844,Microbrewer,Jobsite Brewing Co. Limited,
845,Microbrewer,John David Andrew & Nikki Lee Andrew o/a River Road Brewing and Hops,
846,Microbrewer,Johnstown Craft Beverages Inc. o/a Windmill Brewery,1838 Pilsner
847,Microbrewer,Jonathan Park o/a Brassroots Brewing Company,
848,Microbrewer,Joseph Bloor Brewery Incorporated o/a Joseph Bloor Brewery,Joe Blo' Bohemian Pilsner
849,Microbrewer,Juicebox Beverage Company Limited o/a Juicebox Beverage Company,
850,Microbrewer,Julie Bearcroft & Norman Bearcroft o/a Belmont Lake Brewery,Cordova Gold
851,Microbrewer,Julie Bearcroft & Norman Bearcroft o/a Belmont Lake Brewery,Crowe River
852,Microbrewer,Julie Bearcroft & Norman Bearcroft o/a Belmont Lake Brewery,Brown Bear
853,Microbrewer,Julie Bearcroft & Norman Bearcroft o/a Belmont Lake Brewery,Black Bear
854,Microbrewer,Julie Bearcroft & Norman Bearcroft o/a Belmont Lake Brewery,One Tree Island
855,Microbrewer,Junction Craft Brewing,Conductor Craft Ale
856,Microbrewer,Kame & Kettle Beer Works Inc.,
857,Microbrewer,Karbon Brewing Corp. o/a Karbon Brewing Corp.,J.E.D.I. IPA
858,Microbrewer,Karbon Brewing Corp. o/a Karbon Brewing Corp.,Helios Helles Lager
859,Microbrewer,Karbon Brewing Corp. o/a Karbon Brewing Corp.,One World Wit
860,Microbrewer,Katalyst Brewing Company Inc.,
861,Microbrewer,Katlyn Anderson & Ayden Gautreau o/a Shakespeare Brewing Company,The Reckless Rooster
862,Microbrewer,Katlyn Anderson & Ayden Gautreau o/a Shakespeare Brewing Company,The Bumbling Bear
863,Microbrewer,Kawartha Country Wines Ltd. ,
864,Microbrewer,Kawartha Lakes Brewery Inc. o/a Publican House Brewery (The),Light Lager
865,Microbrewer,Kawartha Lakes Brewery Inc. o/a Publican House Brewery (The),Pub House Ale
866,Microbrewer,Kawartha Lakes Brewery Inc. o/a Publican House Brewery (The),Red Ale
867,Microbrewer,Kawartha Lakes Brewery Inc. o/a Publican House Brewery (The),Lazy Waves IPA
868,Microbrewer,Kawartha Lakes Brewery Inc. o/a Publican House Brewery (The),Raspberry Wheat
869,Microbrewer,Kawartha Lakes Brewery Inc. o/a Publican House Brewery (The),Square Nail
870,Microbrewer,Kawartha Lakes Brewery Inc. o/a Publican House Brewery (The),Henry's Irish
871,Microbrewer,Kemptville Brewing Corp. o/a Kemptville Brewing Co.,Out for RIP American
872,Microbrewer,Kemptville Brewing Corp. o/a Kemptville Brewing Co.,"Out for RIP American, Light Lager"
873,Microbrewer,Kemptville Brewing Corp. o/a Kemptville Brewing Co.,"Coboss, Pilsner"
874,Microbrewer,Kemptville Brewing Corp. o/a Kemptville Brewing Co.,"Trail Breaker, Pale Ale"
875,Microbrewer,Kemptville Brewing Corp. o/a Kemptville Brewing Co.,"Old Town, Amber"
876,Microbrewer,Kemptville Brewing Corp. o/a Kemptville Brewing Co.,"Lower 43, IPA"
877,Microbrewer,Kemptville Brewing Corp. o/a Kemptville Brewing Co.,"Silo Haze, Neipa"
878,Microbrewer,Kemptville Brewing Corp. o/a Kemptville Brewing Co.,"Rideau Fog, Stout"
879,Microbrewer,Kemptville Brewing Corp. o/a Kemptville Brewing Co.,"Van Turken, American Wheat "
880,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Heritage Premium Lager
881,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Heritage Traditional Dark
882,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Black Currant Rye Beer
883,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Passion Brew
884,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Maple Bush lager
885,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Stuart's Natural Session Ale
886,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Sgt. Major IPA
887,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Corporal Punishment
888,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Black Irish Plain Porter
889,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,John By Imperial Stout
890,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Strawberry Social
891,Microbrewer,Kichesippi Beer Company Inc. o/a Kichesippi Beer,Kitchesippi Natural Blonde
892,Microbrewer,Kick and Push Brewing Company Ltd. o/a Kick and Push Brewing Company,Humility
893,Microbrewer,Kick and Push Brewing Company Ltd. o/a Kick and Push Brewing Company,Bird Dog
894,Microbrewer,Kick and Push Brewing Company Ltd. o/a Kick and Push Brewing Company,Relax Alice
895,Microbrewer,Kick and Push Brewing Company Ltd. o/a Kick and Push Brewing Company,MX287
896,Microbrewer,Kick and Push Brewing Company Ltd. o/a Kick and Push Brewing Company,Locust
897,Microbrewer,King St. Brewers Limited o/a King St. Brewers ,KRAK
898,Microbrewer,Kingston Brewing Company Limited,Dragon's Breath Real Ale
899,Microbrewer,Kingston Brewing Company Limited,Regal Lager
900,Microbrewer,Kingston Brewing Company Limited,Dunkelnacht Lager
901,Microbrewer,Kingston Brewing Company Limited,Pooh's Birthday Brew
902,Microbrewer,Kingston Brewing Company Limited,Special-Tea Beer
903,Microbrewer,Kingston Brewing Company Limited,Magic Dragon Hemp Ale
904,Microbrewer,Kingston Brewing Company Limited,Framboise Royale
905,Microbrewer,Kingston Brewing Company Limited,Aardvaark Daark Ale
906,Microbrewer,Kingston Brewing Company Limited,Winter Wallop
907,Microbrewer,Kingston Brewing Company Limited,D.B. Pale Ale
908,Microbrewer,Kingston Brewing Company Limited,Figgie Pud'n Christmas Ale
909,Microbrewer,Kingston Brewing Company Limited,Rampant Rooster Anniversary Aberration Ale
910,Microbrewer,Kingston Brewing Company Limited,First Capital Ale
911,Microbrewer,Kingston Brewing Company Limited,Downtown Brown Ale
912,Microbrewer,Kingston Brewing Company Limited,Sir John Eh Ale
913,Microbrewer,Kingston Brewing Company Limited,Strong Autumn Ale
914,Microbrewer,Kingston Brewing Company Limited,Whitetail Cream Ale
915,Microbrewer,Kingston Brewing Company Limited,Muddy's Water
916,Microbrewer,Kingston Brewing Company Limited,Arrogant Ale
917,Microbrewer,Kingston Brewing Company Limited,9 Mile Light
918,Microbrewer,Kingston Brewing Company Limited,3 Peaks Ale
919,Microbrewer,Kingston Brewing Company Limited,Exorcist Ale
920,Microbrewer,Kingston Brewing Company Limited,El Draco
921,Microbrewer,Kingston Brewing Company Limited,Crown & Anchor Ale
922,Microbrewer,Kingston Brewing Company Limited,Aphrodite's Ale
923,Microbrewer,Kingsville Brewing Company Inc. o/a Kingsville Brewing Co.,Whisky Stout
924,Microbrewer,Kleinburg Brewery Ltd. o/a Kleinburg Brewery ,
925,Microbrewer,Kugo Brewing Corp.,KUGO Hazy Wildwood
926,Microbrewer,Kuntz Brewery Limited o/a Kuntz Brewery ,
927,Microbrewer,Kyle Teichert o/a Half Hours on Earth,BEES!
928,Microbrewer,Kyle Teichert o/a Half Hours on Earth,Control Bored
929,Microbrewer,Kyle Teichert o/a Half Hours on Earth,Green Mind
930,Microbrewer,Kyle Teichert o/a Half Hours on Earth,Open Field
931,Microbrewer,Kyle Teichert o/a Half Hours on Earth,Mondo Bongo
932,Microbrewer,Kyle Teichert o/a Half Hours on Earth,Moonless
933,Microbrewer,Kyle Teichert o/a Half Hours on Earth,Re-Up
934,Microbrewer,Kyle Teichert o/a Half Hours on Earth,Yalla Yalla
935,Microbrewer,Lake of Bays Brewing Company Limited,Lake of Bays Pale Ale
936,Microbrewer,Lake of the Woods Brewing Company,Tippy Canoe
937,Microbrewer,Lake of the Woods Brewing Company,Big Timber
938,Microbrewer,Lake of the Woods Brewing Company,Forgotten Lake
939,Microbrewer,Lake of the Woods Brewing Company Inc.,Papermaker
940,Microbrewer,Lake of the Woods Brewing Company Inc.,Sultana Gold
941,Microbrewer,Lake of the Woods Brewing Company Inc.,Firehouse Ale
942,Microbrewer,Lake on the Mountain Resort (1996) Inc. o/a Lake on the Mountain Brewing Company,
943,Microbrewer,LAKE WILCOX BREWING COMPANY LTD.,Mad Quaker Lager
944,Microbrewer,Lakehead beer Company Inc.,"Light Lager (light lager, 4.0% ABV)"
945,Microbrewer,Lakehead beer Company Inc.,"Light Ale (light ale, 4.0% ABV)"
946,Microbrewer,Lakehead beer Company Inc.,"Pilsner (lager, 5.0% ABV)"
947,Microbrewer,Lakehead beer Company Inc.,"IPA (strong ale, 6.5% ABV)"
948,Microbrewer,Lakehead Beer Company Inc.,"IPA (strong ale, 6.5% ABV)"
949,Microbrewer,Lakehead Beer Company Inc.,"Deep Cuts (ale, 5.0% ABV)"
950,Microbrewer,LaunchPad Branz Inc. o/a Launchpad Branz,
951,Microbrewer,Left Field Brewery Inc.,Eephus Oatmeal Brown Ale
952,Microbrewer,Left Field Brewery Inc.,6-4-3 Double IPA
953,Microbrewer,Left Field Brewery Inc.,Maris*American Pale Ale
954,Microbrewer,Little Beasts Brewing Company Inc.,The Constant - American Blond Ale
955,Microbrewer,Little Beasts Brewing Company Inc.,La petite duchesse - Table Saison
956,Microbrewer,Little Beasts Brewing Company Inc.,Salem's Lot - IPA
957,Microbrewer,Little Beasts Brewing Company Inc.,Pinion - American Pale Ale
958,Microbrewer,Little Beasts Brewing Company Inc.,Mountain Devil - IPA
959,Microbrewer,Little Beasts Brewing Company Inc.,La saison d'ete - Saison
960,Microbrewer,Little Beasts Brewing Company Inc.,La saison d'automne - Fruited Saison
961,Microbrewer,Little Beasts Brewing Company Inc.,La saison d'hiver - Fruited Saison
962,Microbrewer,Little Beasts Brewing Company Inc.,La saison de printemps - Spiced Saison
963,Microbrewer,Little Beasts Brewing Company Inc.,Television Shepherd - Milk Stout
964,Microbrewer,Little Beasts Brewing Company Inc.,New Radio - American Stout
965,Microbrewer,Little Beasts Brewing Company Inc.,Hey Jupiter - Fruited Stout
966,Microbrewer,Little Beasts Brewing Company Inc.,Nihilist - Russian Imperial Stout
967,Microbrewer,Little Beasts Brewing Company Inc.,Strange Aeons - Double IPA
968,Microbrewer,Lloyd's Landing Brew Co Inc o/a Little Beasts Brewery ,Little Beasts Brewing
969,Microbrewer,Local Craft Brewery and Barrelworks Inc. o/a Local Craft Brewery and Barrelworks,
970,Microbrewer,Lock Street Brewing Corporation o/a Lock Street Brewing Company,
971,Microbrewer,LOD Brew Inc. o/a Lod Brew,Line of Departure (Lager) 
972,Microbrewer,LONDON BREWING CO-OPERATIVE INC.,British Bitter
973,Microbrewer,LONDON BREWING CO-OPERATIVE INC.,American Nut Brown
974,Microbrewer,LONDON BREWING CO-OPERATIVE INC.,Kolsch
975,Microbrewer,LONDON BREWING CO-OPERATIVE INC.,Rye Pale Ale
976,Microbrewer,LONDON BREWING CO-OPERATIVE INC.,Wheat
977,Microbrewer,LONDON BREWING CO-OPERATIVE INC.,India Pale Ale
978,Microbrewer,LONDON BREWING CO-OPERATIVE INC.,Irish Red Ale
979,Microbrewer,LONDON BREWING CO-OPERATIVE INC.,Stouts
980,Microbrewer,LONDON BREWING CO-OPERATIVE INC.,Porter
981,Microbrewer,LONGSLICE BREWERY INC.,Longslice Brewery Hopsta La Vista IPA 
982,Microbrewer,Lost Craft Inc,Lost Craft
983,Microbrewer,Lost Craft Inc.,Revival
984,Microbrewer,Lost Craft Inc.,Crimzen 
985,Microbrewer,Lost Villages Brewery Ltd. o/a Lost Villages Brewery,Mille Roche Pale Ale
986,Microbrewer,Lost Villages Brewery Ltd. o/a Lost Villages Brewery,Farran's Lager
987,Microbrewer,Lost Villages Brewery Ltd. o/a Lost Villages Brewery,Woodlands Red
988,Microbrewer,Lost Villages Brewery Ltd. o/a Lost Villages Brewery,The Last house New England India Pale Ale
989,Microbrewer,Lost Villages Brewery Ltd. o/a Lost Villages Brewery,The Red Lion Amber India Pale Ale
990,Microbrewer,Lot 10 Brewing Company Ltd. o/a Lot 10 Brewing Co.,
991,Microbrewer,Lovebird Brewing Company Ltd. o/a Lovebird Brewing Company Ltd,
992,Microbrewer,Lowertown Brewery Inc.,Lowertown Light
993,Microbrewer,Lowertown Brewery Inc.,Lowertown Dark
994,Microbrewer,Lowertown Brewery Inc.,LT Pale Ale
995,Microbrewer,Lucas Ferrill o/a Longtooth Beverage Company,Longtooth Pale Ale
996,Microbrewer,MacKinnon Brewing and Distilling Ltd.,Crosscut Canadian Ale
997,Microbrewer,MacKinnon Brewing and Distilling Ltd.,Lauchlan Scottish Ale 
998,Microbrewer,MacKinnon Brewing and Distilling Ltd.,Origin Wheat Ale
999,Microbrewer,MACLEAN'S ALES INC.,Pale Ale
1000,Microbrewer,MACLEAN'S ALES INC.,Farmhouse Blond
1001,Microbrewer,MACLEAN'S ALES INC.,India Pale Ale
1002,Microbrewer,Maestro Brewing Co. Inc o/a Maestro Brewing Co.,Historia Alger 
1003,Microbrewer,Maestro Brewing Co. Inc o/a Maestro Brewing Co.,Vienna Historia
1004,Microbrewer,Magnolia Ranch Inc.  o/a The Magnolia House ,
1005,Microbrewer,Magnotta Brewery (CAMBRIDGE) LTD. o/a Grand River Brewing ,
1006,Microbrewer,Magnotta Brewery (Vaughan) Ltd.,910314 - True North
1007,Microbrewer,Magnotta Brewery (Vaughan) Ltd.,Classic India Pale Ale
1008,Microbrewer,Magnotta Brewery (Vaughan) Ltd.,Traditional Altbier
1009,Microbrewer,Magnotta Brewery (Vaughan) Ltd.,True North Cream Ale
1010,Microbrewer,Magnotta Brewery (Vaughan) Ltd.,True North Lager
1011,Microbrewer,Magnotta Brewery (Vaughan) Ltd.,True North Strong
1012,Microbrewer,Magnotta Brewery (Vaughan) Ltd.,True North Wunder Weisse
1013,Microbrewer,Malt Aroma Brewery Ltd,Malt Aroma
1014,Microbrewer,Manantler Craft Brewing Co.,Train Bridge Pale Ale
1015,Microbrewer,Manantler Craft Brewing Co.,Rococo Chocolate Milk Stout
1016,Microbrewer,Manantler Craft Brewing Co.,Dark Prince Black IPA
1017,Microbrewer,Manantler Craft Brewing Co.,Clown Punch IPA
1018,Microbrewer,Manantler Craft Brewing Co.,Safety Meeting Session Ale
1019,Microbrewer,Manantler Craft Brewing Co.,Amarillo Lollihop Single Hopped Pale Ale
1020,MIcrobrewer,MANITOULIN BREWING COMPANY INC,Swingbridge Blonde Ale
1021,Microbrewer,MANITOULIN BREWING COMPANY INC.,Manitoulin Blonde
1022,Microbrewer,MANITOULIN BREWING COMPANY INC.,Manitoulin Pale Ale
1023,Microbrewer,Maple Beer Company Inc.,
1024,Microbrewer,Market Brewing Company Ltd.,Bear Hug IPA
1025,Microbrewer,Market Brewing Company Ltd.,Beswick Lager
1026,Microbrewer,Market Brewing Company Ltd.,Flee to Pennsylvania Wit
1027,Microbrewer,Market Brewing Company Ltd.,Leslie Street Pale Ale
1028,Microbrewer,Market Brewing Company Ltd.,High Treason Belgian Ale
1029,Microbrewer,Market Brewing Company Ltd.,Useless Crayon White IPA
1030,Microbrewer,Mascot Brewery Inc.,Mascot Pilsner
1031,Microbrewer,Mascot Brewery Inc.,Mascot Hefeweizen
1032,Microbrewer,Matron Brewing Inc. o/a Matron Fine Beer,Janky
